--------------------------------------------------
Epoch	LR			F1		Loss		Acc
2  		0.001000	0.65	1.710000	 4.48%
3  		0.001000	0.56	1.713977	 4.54%
1  		0.001000	0.65	1.718497	 13.67%
2  		0.001000	0.95	1.724470	 13.70%
3  		0.001000	0.63	1.724477	 13.67%
4  		0.001000	0.71	1.726418	 13.88%
5  		0.001000	1.12	1.726479	 13.61%
6  		0.001000	1.16	1.726330	 14.03%
7  		0.001000	1.29	1.722420	 14.06%
8  		0.001000	0.84	1.724379	 14.30%
9  		0.001000	1.13	1.724444	 14.06%
10 		0.001000	1.89	1.724411	 13.82%
11 		0.001000	1.27	1.722441	 14.00%
12 		0.001000	1.48	1.726368	 14.09%
13 		0.001000	1.75	1.722407	 14.21%
14 		0.001000	1.05	1.724400	 13.97%
1  		0.001000	2.04	3.145810	 20.13%
1  		0.001000	2.33	201.278809	 21.81%
2  		0.001000	2.18	nan	 14.96%
3  		0.001000	1.62	nan	 14.96%
4  		0.001000	1.62	nan	 15.08%
5  		0.001000	1.54	nan	 15.02%
6  		0.001000	2.03	nan	 15.08%
7  		0.001000	1.86	nan	 15.08%
8  		0.001000	1.23	nan	 14.99%
1  		0.001000	1.83	97.772293	 22.75%
2  		0.001000	1.47	nan	 14.09%
3  		0.001000	1.86	nan	 14.12%
4  		0.001000	1.39	nan	 14.03%
5  		0.001000	1.52	nan	 14.06%
6  		0.001000	1.69	nan	 14.21%
7  		0.001000	2.26	nan	 14.09%
8  		0.001000	1.47	nan	 14.06%
9  		0.001000	1.80	nan	 14.09%
10 		0.001000	1.83	nan	 14.09%
1  		0.001000	2.64	93.590171	 22.87%
1  		0.001000	0.29	2.932688	 2.76%
2  		0.001000	0.64	2.913380	 2.73%
3  		0.001000	0.56	2.947835	 2.73%
4  		0.001000	0.18	2.907796	 2.61%
5  		0.001000	0.29	2.906900	 2.67%
6  		0.001000	0.44	2.951466	 2.70%
7  		0.001000	0.27	2.938781	 2.70%
1  		0.001000	2.01	2.836839	 15.69%
2  		0.001000	1.38	2.823288	 15.59%
3  		0.001000	1.80	2.804577	 15.84%
1  		0.001000	1.45	2.805962	 14.87%
2  		0.001000	1.56	2.813489	 14.93%
3  		0.001000	1.69	2.821376	 14.93%
1  		100.000000	1.40	nan	 12.82%
1  		0.100000	1.80	nan	 14.75%
1  		0.000001	2.41	2.826221	 14.15%
2  		0.000001	11.11	2.721308	 21.88%
1  		0.000001	1.90	2.782082	 12.62%
2  		0.000001	5.50	2.761611	 15.90%
1  		0.000100	18.99	2.680348	 40.02%
2  		0.000100	32.92	2.596971	 46.06%
3  		0.000100	30.45	2.604756	 47.57%
4  		0.000100	33.44	2.629970	 50.18%
5  		0.000100	32.51	2.607790	 46.48%
6  		0.000100	42.52	2.601720	 47.87%
7  		0.000100	39.00	2.635809	 47.09%
1  		0.000100	1.23	2.788642	 13.97%
2  		0.000100	2.11	2.832390	 13.76%
3  		0.000100	1.96	2.823695	 14.00%
1  		0.000100	7.77	2.804315	 15.87%
2  		0.000100	1.69	2.802699	 12.47%
1  		0.000100	13.52	4.910265	 26.56%
2  		0.000100	58.08	2.513232	 60.73%
3  		0.000100	62.78	1.888961	 71.00%
4  		0.000100	58.45	1.598839	 75.42%
5  		0.000100	72.64	1.415158	 80.23%
6  		0.000100	71.73	1.606474	 81.01%
7  		0.000100	73.44	1.192362	 84.44%
8  		0.000100	67.97	1.274104	 79.84%
9  		0.000100	63.54	1.031358	 85.58%
10 		0.000100	68.05	1.166272	 79.06%
1  		0.000100	66.52	1.393562	 74.94%
1  		0.000100	73.22	1.190268	 79.17%
2  		0.000100	33.53	2.017838	 41.29%
3  		0.000100	34.72	1.991482	 45.83%
4  		0.000100	11.24	2.184481	 20.80%
5  		0.000100	17.18	2.126737	 28.91%
6  		0.000100	18.63	2.290154	 24.31%
1  		0.000100	60.75	1.364532	 80.11%
2  		0.000100	26.12	2.044169	 39.93%
3  		0.000100	32.03	2.003893	 40.47%
4  		0.000100	9.78	2.344777	 22.39%
1  		0.000100	73.24	1.334212	 81.66%
2  		0.000100	22.01	2.111802	 31.63%
3  		0.000100	25.19	2.012073	 37.96%
4  		0.000100	23.30	2.268039	 31.71%
5  		0.000100	18.49	2.125558	 29.34%
6  		0.000100	9.96	2.277276	 23.41%
7  		0.000100	11.45	2.416834	 19.68%
8  		0.000100	4.39	2.371221	 18.34%
1  		0.000100	68.06	1.547647	 73.11%
2  		0.000100	38.71	2.143407	 40.93%
3  		0.000100	48.34	1.974857	 49.61%
4  		0.000100	26.58	2.149436	 26.26%
5  		0.000100	25.63	2.211614	 31.97%
1  		0.000010	52.42	2.093533	 61.18%
2  		0.000010	62.08	1.580413	 75.36%
3  		0.000010	65.09	1.211494	 79.93%
4  		0.000010	80.32	1.157514	 82.24%
5  		0.000010	74.93	1.260446	 84.38%
6  		0.000010	83.74	1.157834	 85.91%
7  		0.000010	68.76	1.182936	 84.19%
8  		0.000010	72.13	0.933124	 85.79%
9  		0.000010	67.21	0.976504	 85.88%
1  		0.000007	39.04	2.211004	 52.52%
2  		0.000007	57.00	1.739371	 74.28%
3  		0.000007	64.90	1.581838	 81.73%
4  		0.000007	67.77	1.292195	 83.32%
5  		0.000007	78.31	1.204424	 85.70%
6  		0.000007	63.64	0.892279	 85.34%
7  		0.000007	61.34	1.064842	 86.30%
8  		0.000007	68.37	0.975528	 85.70%
9  		0.000007	77.36	1.095629	 87.59%
10 		0.000007	76.41	1.019587	 87.53%
11 		0.000007	77.86	0.908388	 87.50%
12 		0.000007	75.86	0.911100	 88.07%
13 		0.000007	79.78	0.805190	 88.43%
14 		0.000007	67.95	1.021189	 88.07%
15 		0.000007	85.01	0.937872	 88.16%
16 		0.000007	76.48	0.947008	 89.24%
17 		0.000007	72.66	0.968244	 88.22%
18 		0.000007	74.27	0.935514	 88.85%
19 		0.000007	91.62	0.815572	 88.46%
20 		0.000007	82.41	0.934347	 88.70%
21 		0.000007	62.76	0.787110	 88.79%
22 		0.000007	87.58	0.753635	 88.85%
23 		0.000007	73.69	0.810536	 89.36%
24 		0.000007	82.42	0.755910	 88.76%
25 		0.000007	60.68	0.785234	 88.88%
26 		0.000007	78.20	0.738860	 89.48%
27 		0.000007	72.41	0.778595	 89.09%
28 		0.000007	72.81	0.787785	 88.85%
29 		0.000007	71.64	0.700399	 89.21%
30 		0.000007	72.34	0.841016	 88.94%
31 		0.000007	87.09	0.573809	 89.30%
32 		0.000007	79.42	0.759285	 88.97%
33 		0.000007	73.98	0.731815	 88.67%
34 		0.000007	69.30	0.606207	 89.09%
35 		0.000007	81.98	0.759685	 89.12%
36 		0.000007	64.82	0.574715	 88.85%
37 		0.000007	62.42	0.765692	 88.22%
38 		0.000007	80.72	0.726067	 88.61%
39 		0.000007	76.02	0.599147	 88.76%
40 		0.000007	69.66	0.749745	 88.10%
41 		0.000007	73.05	0.685522	 88.85%
42 		0.000007	61.26	0.661752	 89.69%
43 		0.000007	78.01	0.652007	 89.21%
44 		0.000007	79.96	0.622889	 88.79%
45 		0.000007	80.68	0.737636	 89.00%
46 		0.000007	73.30	0.634131	 89.12%
47 		0.000007	65.27	0.625439	 88.70%
48 		0.000007	81.62	0.696363	 88.88%
49 		0.000007	70.84	0.708672	 88.97%
50 		0.000007	80.13	0.593230	 88.16%
1  		0.000050	61.31	1.250461	 83.20%
2  		0.000050	73.80	1.111464	 85.55%
3  		0.000050	74.64	0.917558	 86.90%
4  		0.000050	85.49	0.926621	 85.28%
5  		0.000050	75.52	0.899729	 88.28%
6  		0.000050	89.27	1.004469	 88.94%
7  		0.000050	74.01	0.687095	 87.89%
8  		0.000050	89.83	0.673590	 88.61%
9  		0.000050	81.99	0.807038	 88.28%
10 		0.000050	85.07	0.592166	 88.04%
11 		0.000050	57.26	0.577773	 88.46%
12 		0.000050	83.93	0.715332	 89.03%
13 		0.000050	78.16	0.537849	 87.86%
14 		0.000050	75.34	0.630618	 89.60%
15 		0.000050	78.48	0.706138	 88.49%
16 		0.000050	84.39	0.534687	 89.09%
17 		0.000050	88.10	0.756217	 87.56%
18 		0.000050	66.21	0.542481	 89.54%
19 		0.000050	64.70	0.618151	 86.18%
20 		0.000050	89.52	0.628465	 89.09%
21 		0.000050	71.45	0.760798	 87.86%
22 		0.000050	66.65	0.509444	 88.55%
23 		0.000050	67.13	0.545813	 88.49%
24 		0.000050	72.57	0.618196	 88.94%
25 		0.000050	76.28	0.600056	 88.61%
26 		0.000050	74.27	0.621097	 89.54%
27 		0.000050	75.95	0.536782	 88.55%
1  		0.000050	1.72	0.225133	 3.03%
2  		0.000050	1.00	0.044808	 5.14%
1  		0.000050	0.82	0.001769	 3.79%
2  		0.000050	0.36	0.001611	 3.82%
3  		0.000050	0.74	0.000772	 3.76%
1  		0.000050	1.96	1.759458	 8.53%
2  		0.000050	1.34	0.269713	 9.98%
1  		0.000050	0.10	0.030954	 1.80%
2  		0.000050	0.22	0.081072	 2.76%
3  		0.000050	0.31	0.024775	 2.28%
1  		0.100000	1.97	nan	 15.50%
1  		0.100000	1.17	nan	 12.92%
1  		0.010000	0.53	1.115232	 3.58%
2  		0.010000	0.44	1.172737	 3.61%
3  		0.010000	0.56	1.226042	 3.64%
4  		0.010000	0.60	1.283301	 3.64%
1  		0.100000	1.47	nan	 14.15%
1  		0.010000	0.11	1.125688	 2.00%
1  		0.001000	0.53	451.415269	 4.51%
1  		0.001000	0.44	-0.095254	 2.67%
1  		0.001000	0.38	-0.052867	 2.46%
2  		0.001000	0.18	-0.038686	 2.40%
1  		0.001000	0.61	-0.044993	 2.40%
2  		0.001000	0.54	-0.049561	 2.40%
1  		0.001000	2.64	2.854832	 22.09%
1  		0.100000	1.83	9953133856207502027160263443087360.000000	 22.72%
2  		0.100000	2.11	9786199579015155037252843909152768.000000	 22.87%
1  		0.100000	1.76	1135637900891325686202688352550912.000000	 20.11%
2  		0.100000	2.56	1105629522194770113968096405356544.000000	 20.08%
3  		0.100000	2.10	1161671781904432931051220158644224.000000	 20.08%
1  		0.100000	11.73	0.476662	 30.41%
2  		0.100000	21.41	0.409527	 32.06%
1  		0.000100	0.99	2.792509	 14.45%
2  		0.000100	7.11	2.677539	 21.63%
1  		0.000100	1.92	2.879026	 15.89%
2  		0.000100	1.45	2.784188	 15.80%
3  		0.000100	1.76	2.767791	 16.03%
4  		0.000100	1.85	2.715128	 16.00%
5  		0.000100	8.09	2.614771	 23.23%
6  		0.000100	12.24	2.552950	 29.25%
7  		0.000100	17.90	2.585957	 41.64%
8  		0.000100	21.14	2.574504	 48.12%
1  		0.010000	70.31	1.914548	 79.78%
2  		0.010000	76.75	1.572975	 79.63%
3  		0.010000	73.77	1.298377	 88.07%
4  		0.010000	82.83	1.267304	 86.27%
5  		0.010000	72.37	1.128075	 85.97%
6  		0.010000	80.72	1.176418	 87.44%
7  		0.010000	83.31	1.210963	 88.94%
8  		0.010000	77.65	1.005230	 90.20%
9  		0.010000	74.80	0.982859	 87.83%
10 		0.010000	90.17	0.965588	 90.93%
11 		0.010000	89.44	0.985909	 90.62%
12 		0.010000	81.46	0.955131	 90.93%
13 		0.010000	73.68	0.954940	 88.37%
14 		0.010000	83.24	0.791602	 91.20%
15 		0.010000	79.22	0.870233	 88.13%
